kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16,kp_17,kp_18,kp_19,kp_20,kp_21,kp_22,kp_23,kp_24,kp_25,kp_26,kp_27,kp_28,kp_29,kp_30,kp_31,kp_32,kp_33,image_path,label
0.31513053,0.3138296,0.30465853,0.2893077,0.30287838,0.2854177,0.33818766,0.24224448,0.33786148,0.23564297,0.43760097,0.27095675,0.4454177,0.270875,0.46262527,0.46163177,0.4694818,0.4707234,0.48275626,0.6211856,0.4849679,0.63405347,0.6853577,0.45382294,0.69326985,0.44638476,0.47118884,0.6515336,0.47649667,0.62799686,0.31583166,0.8475096,0.31973892,0.85000825,/Users/pallavisumakurmala/Downloads/archive/Navasana/File15.jpeg,Navasana
0.40992695,0.6904227,0.40413618,0.72298187,0.39530164,0.6940032,0.4425512,0.7664127,0.4117614,0.7007922,0.51733387,0.7851232,0.5009323,0.6176098,0.556495,0.7617182,0.5362949,0.48039183,0.4918457,0.58188087,0.48906666,0.5577658,0.74531144,0.61591065,0.7317716,0.53175706,0.52446234,0.49251005,0.5317147,0.41883218,0.32836705,0.35710096,0.33261997,0.34154212,/Users/pallavisumakurmala/Downloads/archive/Navasana/File7.jpeg,Navasana
0.4284644,0.38402164,0.41806102,0.37057674,0.41506013,0.37378854,0.4364394,0.3336974,0.4333681,0.32783046,0.51799303,0.35874563,0.5088185,0.33804607,0.530732,0.48220885,0.5330061,0.4827751,0.5099004,0.6042863,0.5058733,0.6171362,0.6776326,0.49313062,0.6945724,0.4925924,0.5277896,0.5891714,0.51900405,0.59828645,0.3783402,0.7170832,0.38043427,0.7199227,/Users/pallavisumakurmala/Downloads/archive/Navasana/File6.jpeg,Navasana
0.3845513,0.34532508,0.3724725,0.33085048,0.37078935,0.32510728,0.39833447,0.2912522,0.39823735,0.2855419,0.4700396,0.3340393,0.49000046,0.3164363,0.44957674,0.4609514,0.4724331,0.46195912,0.40174228,0.5575152,0.41321895,0.56466395,0.64910525,0.4531442,0.6917119,0.45538554,0.50979763,0.5855376,0.52218235,0.5939915,0.37866873,0.7660854,0.3875689,0.7789583,/Users/pallavisumakurmala/Downloads/archive/Navasana/File18.jpeg,Navasana
0.60029656,0.62820137,0.58416295,0.64649403,0.5859456,0.64573044,0.61013067,0.6977402,0.61160374,0.6986717,0.7165958,0.66465944,0.7064811,0.6530268,0.7248862,0.51332736,0.7228341,0.5149854,0.702513,0.37691432,0.70257807,0.38125426,0.9119927,0.5082573,0.8946198,0.5045697,0.7152276,0.38687605,0.7300799,0.42480442,0.5560002,0.23301551,0.5548432,0.235616,/Users/pallavisumakurmala/Downloads/archive/Navasana/File14.jpeg,Navasana
0.30228382,0.2697252,0.28170365,0.24903092,0.28257,0.24272797,0.29730672,0.18966445,0.30302408,0.17966573,0.40467477,0.23219016,0.4419093,0.18910238,0.45612222,0.39762324,0.47959554,0.4005086,0.46836746,0.5596955,0.48343545,0.5674739,0.6618097,0.39375484,0.7343639,0.379163,0.47553623,0.6220258,0.5102053,0.62625825,0.3182629,0.9087616,0.3252157,0.9166724,/Users/pallavisumakurmala/Downloads/archive/Navasana/File1.jpeg,Navasana
0.42366475,0.62068963,0.40789604,0.63980794,0.4062727,0.63730043,0.42365038,0.6900245,0.4203806,0.68251073,0.5239842,0.66457564,0.5004764,0.6512976,0.5233232,0.5212366,0.5149209,0.52214444,0.5066783,0.39085492,0.5017002,0.40107572,0.7184304,0.52072716,0.6952231,0.5174571,0.5508657,0.37107027,0.53719795,0.39884728,0.44785056,0.22383033,0.44489226,0.2352374,/Users/pallavisumakurmala/Downloads/archive/Navasana/File13.jpeg,Navasana
0.33631778,0.79746866,0.32302177,0.8334619,0.3215088,0.8291456,0.37249464,0.8890254,0.36970127,0.8856499,0.5204239,0.82222694,0.49527642,0.80572504,0.5384494,0.58975357,0.51991343,0.5877658,0.52889943,0.37534487,0.5208812,0.3861793,0.7737774,0.5610233,0.7217014,0.55313194,0.4965069,0.3156263,0.48243034,0.3252864,0.28652787,0.066069245,0.28641227,0.07587982,/Users/pallavisumakurmala/Downloads/archive/Navasana/File12.jpeg,Navasana
0.4168955,0.539631,0.40352398,0.53095055,0.4020612,0.53380084,0.42811343,0.4914454,0.42277753,0.50147426,0.49581832,0.4922765,0.48714978,0.49565148,0.35045213,0.4637525,0.3463959,0.46141273,0.23521762,0.39833164,0.23004614,0.39344043,0.7380633,0.48371753,0.7491176,0.52708805,0.79135764,0.29903337,0.7850079,0.7289006,0.7920255,0.105307,0.79678917,0.95445627,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File31.png,Hanumanasana
0.37276417,0.5342214,0.369703,0.5192424,0.37054858,0.5179296,0.39710498,0.49115428,0.39755318,0.49506658,0.46188045,0.5051832,0.45792648,0.5022485,0.3490638,0.45187947,0.34388417,0.4460362,0.2596611,0.38082993,0.25654683,0.36864766,0.70866716,0.4916234,0.7149815,0.5278994,0.74857557,0.30875826,0.74383706,0.71622443,0.76491296,0.105482325,0.76370776,0.9286835,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File25.png,Hanumanasana
0.30596453,0.4145839,0.28962743,0.43380594,0.28955638,0.4289664,0.31117132,0.47540125,0.30987406,0.4673819,0.40895677,0.48582482,0.40449005,0.4689182,0.5661156,0.49856076,0.5603789,0.488294,0.69611907,0.46890077,0.6844132,0.45978856,0.6362711,0.54195404,0.62721545,0.48624748,0.66092545,0.7235629,0.6729301,0.28536367,0.6464835,0.8895737,0.69425553,0.09521997,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File19.png,Hanumanasana
0.24706905,0.6000778,0.22399986,0.58618724,0.22408764,0.58651984,0.23794001,0.53104615,0.23947889,0.5309467,0.35099468,0.5329257,0.3537788,0.51147676,0.49318725,0.5158345,0.50680065,0.4609329,0.5862723,0.58973974,0.5919186,0.5923133,0.63550913,0.53007483,0.642169,0.4694153,0.6858965,0.738156,0.741951,0.25600284,0.73593557,0.9679515,0.6839201,0.04521656,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File3.png,Hanumanasana
0.31716377,0.55046415,0.31853908,0.5359102,0.32232744,0.5375164,0.36781043,0.5190915,0.37563837,0.52306306,0.4243251,0.5551535,0.44143713,0.5707604,0.26781216,0.6071606,0.26077488,0.61518383,0.14479734,0.61359787,0.14383595,0.6161934,0.70601034,0.48173174,0.72546005,0.5548305,0.7538957,0.29350927,0.74992955,0.76861644,0.76898944,0.08295436,0.77453506,0.9763942,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File2.png,Hanumanasana
0.28422254,0.6218138,0.28153434,0.65557027,0.27825373,0.615365,0.32637566,0.69488144,0.31757978,0.61380863,0.42453122,0.70829165,0.4213766,0.5668671,0.24907318,0.7233719,0.24940656,0.5646578,0.11245662,0.69396394,0.113630645,0.6441369,0.7573967,0.7239857,0.7681998,0.5801897,0.80518025,0.8746964,0.8539896,0.37916166,0.7656771,0.9456183,0.9326602,0.114514545,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File18.png,Hanumanasana
0.35656947,0.5070786,0.3541509,0.49282047,0.34983546,0.4922485,0.3810193,0.46334088,0.37874818,0.46790373,0.44285092,0.474104,0.43177724,0.47459564,0.30557966,0.44051796,0.29963693,0.44075668,0.20831476,0.37428963,0.20198123,0.37781644,0.70389175,0.48206455,0.70667136,0.5140785,0.8363308,0.3265862,0.7731612,0.71926165,0.84552115,0.11584957,0.8333863,0.9348089,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File24.png,Hanumanasana
0.45665616,0.4519865,0.4378767,0.45990166,0.44870028,0.44044095,0.4435031,0.4676925,0.46124774,0.43337923,0.48970258,0.49698707,0.5147371,0.44162235,0.36398387,0.4975884,0.61603165,0.4539859,0.27201328,0.46677157,0.69922256,0.46419019,0.6401553,0.5111301,0.65078914,0.47286695,0.68728656,0.63513887,0.70192206,0.28709453,0.7033341,0.77416825,0.7051805,0.15633774,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File40.jpeg,Hanumanasana
0.42456636,0.6244122,0.40586865,0.6141752,0.40717918,0.6120927,0.4167353,0.5767658,0.4199481,0.56793505,0.4921164,0.5608201,0.49750805,0.5672957,0.35720593,0.5731215,0.3477778,0.6123738,0.24089131,0.5943476,0.23269957,0.6039913,0.7296642,0.5474082,0.73420995,0.5207927,0.77371156,0.7150146,0.80874324,0.3356493,0.81370175,0.91971457,0.8236017,0.1190775,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File30.png,Hanumanasana
0.38297582,0.55406684,0.37855458,0.53716075,0.37748274,0.54399407,0.4001437,0.50219643,0.3982795,0.51730996,0.46686697,0.49779493,0.4634121,0.5088643,0.3282172,0.48431322,0.32397896,0.47742105,0.23637728,0.42122468,0.23048358,0.41487274,0.71269345,0.47476277,0.7207622,0.52706504,0.77417463,0.29207262,0.7558498,0.7465092,0.77137065,0.1059069,0.7806701,0.96913564,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File26.png,Hanumanasana
0.46915394,0.514868,0.45651636,0.51806635,0.45549107,0.51774263,0.46617147,0.539612,0.46202767,0.5374222,0.5131043,0.5455374,0.51814395,0.50809616,0.42836508,0.5554353,0.42669922,0.5470693,0.32944012,0.59849644,0.33287808,0.58849716,0.7109102,0.5444195,0.7164321,0.5456909,0.7329692,0.38158137,0.74295247,0.7058963,0.7476434,0.25201386,0.74726003,0.8144969,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File37.jpeg,Hanumanasana
0.2611187,0.55792665,0.26948482,0.5665335,0.26902598,0.5642044,0.31182444,0.5576373,0.3111352,0.55541706,0.38003457,0.52410436,0.36600465,0.5033883,0.2879347,0.6407315,0.28652263,0.6297441,0.22500584,0.7422354,0.22054885,0.72637296,0.5833968,0.50641537,0.58207047,0.464095,0.6152842,0.6932297,0.5857296,0.28441262,0.62117314,0.8654659,0.60911167,0.089599654,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File32.png,Hanumanasana
0.2572915,0.509404,0.23189901,0.51166636,0.2336179,0.47681817,0.23775372,0.4980026,0.24825756,0.42278334,0.35654172,0.54138315,0.3769631,0.38436168,0.500986,0.6504878,0.5508688,0.4098811,0.4980477,0.6032044,0.51532376,0.56330687,0.6367218,0.52060425,0.64222944,0.40446815,0.7213472,0.6873387,0.672404,0.22637948,0.7771985,0.93848956,0.6588578,0.15335712,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File1.png,Hanumanasana
0.41665944,0.35537243,0.41304204,0.35425097,0.42375085,0.35819837,0.44133705,0.37384468,0.45660576,0.37364826,0.46707165,0.47278187,0.5091106,0.42018744,0.313856,0.46946073,0.39927766,0.39841127,0.20584211,0.3919453,0.20703326,0.35467207,0.7637307,0.50349784,0.7680394,0.49167037,0.79953814,0.320777,0.79923004,0.65050673,0.8091132,0.110061556,0.8125589,0.86518186,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File33.png,Hanumanasana
0.40745705,0.42826745,0.40499896,0.44595942,0.40550196,0.44329542,0.4434579,0.46397054,0.4422208,0.46176213,0.5295393,0.45762843,0.5104944,0.44342947,0.36758006,0.45136398,0.36502898,0.43664902,0.23876166,0.46872196,0.23908123,0.4594735,0.7492153,0.47941822,0.74180937,0.43091965,0.8070049,0.66667104,0.75667584,0.23828065,0.79428613,0.87975144,0.77426994,0.041062597,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File27.png,Hanumanasana
0.39964303,0.41449237,0.38653848,0.4311434,0.39006168,0.4289232,0.4129566,0.46585545,0.41662568,0.4656158,0.48891172,0.47202086,0.4833305,0.46204314,0.3397004,0.49617106,0.34300706,0.4865563,0.24016559,0.54648757,0.24767333,0.54649705,0.7286862,0.5006421,0.7278742,0.4534685,0.7624608,0.700025,0.7511398,0.25078478,0.776047,0.9012586,0.76416457,0.07332734,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File23.png,Hanumanasana
0.42279753,0.47361994,0.4098224,0.48859906,0.41135153,0.47882324,0.42496473,0.52578354,0.4256696,0.50644994,0.50210184,0.54946816,0.4925776,0.4717691,0.35391927,0.56636465,0.3376333,0.47953042,0.24090752,0.5591186,0.2460482,0.53222513,0.70778435,0.5386386,0.71678513,0.45863864,0.7750102,0.74638236,0.7544247,0.2686918,0.76121044,0.9697122,0.76468265,0.09616148,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File5.png,Hanumanasana
0.41926485,0.40085655,0.3972751,0.4152896,0.39976275,0.40878972,0.40993398,0.455484,0.41338345,0.44318423,0.48942173,0.47765315,0.48595482,0.45671844,0.35222167,0.5011699,0.3519532,0.5017307,0.2567862,0.53805435,0.25778908,0.53922594,0.7276083,0.49503145,0.7243101,0.4540709,0.777936,0.6835325,0.7622232,0.2645384,0.7813606,0.87947196,0.7666592,0.05397135,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File4.png,Hanumanasana
0.3656362,0.46613348,0.3586853,0.45750046,0.35892153,0.45660937,0.3746118,0.43383715,0.37516114,0.4325909,0.42884514,0.45197672,0.43041033,0.43682218,0.31766546,0.45964932,0.3169331,0.4541399,0.23120949,0.42786407,0.22551775,0.41774452,0.6099924,0.46858394,0.61575294,0.44033164,0.60643315,0.6132854,0.6528348,0.2927584,0.6166082,0.72177875,0.6414144,0.12149377,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File36.jpeg,Hanumanasana
0.42575496,0.76193225,0.43289182,0.7875596,0.40603173,0.7637578,0.47484392,0.78600943,0.41330105,0.73526263,0.5450567,0.756649,0.45900923,0.64123106,0.4344991,0.84255123,0.34243697,0.76091856,0.2894371,0.9226098,0.2706073,0.8907739,0.66935337,0.5559914,0.6392714,0.47471976,0.70783293,0.71357864,0.65014696,0.2885293,0.71976244,0.73116136,0.64987004,0.06486494,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File22.png,Hanumanasana
0.34482723,0.49685973,0.3253926,0.50781655,0.32372445,0.5096864,0.33129597,0.54795676,0.32083043,0.54832864,0.4151252,0.5526253,0.39650202,0.5615227,0.5339352,0.4499963,0.51169354,0.49115512,0.48456383,0.43963918,0.48099434,0.44564125,0.6472177,0.520009,0.643087,0.5711833,0.6632016,0.30001765,0.6897437,0.74059594,0.6854717,0.05996158,0.69238424,0.9365014,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File34.png,Hanumanasana
0.40861815,0.41333008,0.40171927,0.42059574,0.40444732,0.41962987,0.43401846,0.44938815,0.4339782,0.4488008,0.508754,0.45130178,0.49763793,0.4495878,0.39332944,0.48923045,0.37615764,0.49347502,0.27850497,0.53935623,0.2833134,0.5456956,0.7030933,0.46180052,0.69620603,0.43841168,0.7489349,0.6444591,0.7077408,0.27854684,0.7312974,0.83259094,0.7304367,0.10298219,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File41.jpeg,Hanumanasana
0.46066594,0.6449269,0.47487912,0.64782155,0.47331843,0.64693874,0.5046067,0.61004496,0.5024487,0.6079649,0.51053756,0.5675358,0.50305545,0.5424439,0.35455674,0.6061175,0.35206303,0.603333,0.24306521,0.6931376,0.24038902,0.68832505,0.7242247,0.5074429,0.7190801,0.45165467,0.756629,0.72573364,0.7423193,0.29654157,0.75539386,0.9189961,0.7637972,0.11459017,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File20.png,Hanumanasana
0.4007785,0.50308263,0.408836,0.5151005,0.41003072,0.517462,0.45621216,0.51160294,0.45464516,0.51428664,0.5103861,0.46782565,0.5042776,0.4558228,0.34612948,0.48429668,0.34326085,0.4779148,0.21992433,0.5430463,0.22011499,0.54267335,0.7489199,0.4764276,0.747316,0.41534364,0.7927291,0.68256426,0.758248,0.23276642,0.8010366,0.8971081,0.77925503,0.030023381,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File6.png,Hanumanasana
0.35650438,0.5452442,0.36524114,0.5591153,0.36711487,0.55827916,0.40332374,0.55198425,0.40677857,0.55390775,0.47271103,0.5147019,0.46473774,0.5046592,0.35028893,0.59561455,0.34981495,0.5935252,0.28058085,0.7039408,0.28029776,0.7012867,0.6930288,0.4896867,0.6953125,0.45514226,0.70269316,0.7179107,0.70407647,0.26146078,0.72237563,0.91845036,0.7002155,0.088391095,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File7.png,Hanumanasana
0.41015,0.5599832,0.396257,0.5502298,0.39775524,0.5473182,0.40277764,0.51395404,0.40859434,0.5016838,0.48637307,0.5294466,0.48765525,0.47539195,0.3427884,0.4890378,0.34452558,0.48056448,0.2661101,0.46454614,0.2503833,0.44402796,0.70936763,0.5361254,0.7042689,0.475306,0.7238103,0.7052726,0.76773304,0.28315282,0.7524082,0.9237642,0.75748265,0.082920164,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File21.png,Hanumanasana
0.31093866,0.5934303,0.32770637,0.590954,0.32518995,0.59204394,0.3518234,0.54508066,0.3535138,0.5516789,0.38058716,0.49748874,0.37397242,0.4779948,0.50846076,0.5447707,0.51447046,0.552631,0.60596555,0.6440262,0.6048564,0.6400689,0.63692,0.4810451,0.6406066,0.43895233,0.6798579,0.7061629,0.66937625,0.21955232,0.66171455,0.9680419,0.68787086,0.02297008,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File35.png,Hanumanasana
0.3474799,0.48234516,0.3491057,0.4995373,0.34878224,0.49597988,0.3872922,0.51776934,0.38592547,0.51609254,0.46697435,0.50531536,0.46130937,0.49175125,0.32827762,0.56711495,0.33170834,0.56366265,0.26221526,0.6515068,0.26238176,0.65264237,0.6802503,0.5060881,0.67766464,0.46106195,0.7258207,0.73679274,0.6957726,0.27683043,0.7255529,0.945727,0.7123992,0.081994064,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File10.png,Hanumanasana
0.42233306,0.39822578,0.40705848,0.41820797,0.41024643,0.41396734,0.42013356,0.46174026,0.42679176,0.45640475,0.50516826,0.48666638,0.502381,0.4428335,0.36082134,0.4762141,0.3589636,0.46057773,0.23370513,0.4681478,0.23030244,0.44259,0.7632539,0.5088272,0.76710546,0.47434902,0.7851175,0.29418615,0.7846562,0.326198,0.7892053,0.8999717,0.79742783,0.89372885,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File11.png,Hanumanasana
0.43930945,0.4571709,0.42601675,0.4445958,0.42868638,0.44156855,0.44914597,0.4163421,0.45414084,0.41691768,0.5078808,0.45161372,0.5154744,0.43628487,0.3676272,0.43619284,0.36290723,0.4141209,0.30505133,0.47146913,0.25639442,0.3448351,0.76283497,0.43729663,0.77373254,0.4781655,0.7804622,0.27218437,0.80995095,0.6990372,0.78245044,0.11235028,0.86861575,0.9224913,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File39.jpeg,Hanumanasana
0.24875073,0.6527791,0.24708687,0.67819357,0.24766839,0.67821777,0.30411685,0.7198589,0.30360475,0.7181512,0.4155869,0.7017347,0.413697,0.6826017,0.6185304,0.6742992,0.6134398,0.66969794,0.74694085,0.56222403,0.74657977,0.5569663,0.7291817,0.6902284,0.72427857,0.64910305,0.7802505,0.923429,0.78635925,0.40118527,0.7738706,0.96043533,0.7815656,0.19696468,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File13.png,Hanumanasana
0.34061655,0.44323847,0.33742523,0.45395112,0.33588502,0.4599236,0.36205512,0.4735831,0.36124265,0.48843676,0.41727883,0.4631028,0.41181797,0.46962923,0.27023077,0.41759074,0.27121666,0.41341925,0.22215989,0.42276454,0.22397861,0.41009903,0.63554484,0.49190307,0.63305026,0.53111124,0.6899283,0.2944123,0.67831314,0.7037519,0.7132821,0.09505962,0.69721365,0.8961641,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File9.png,Hanumanasana
0.51052374,0.59099007,0.4908805,0.5921185,0.49265712,0.5784794,0.49707362,0.55170524,0.5064219,0.5145074,0.59077454,0.53135955,0.6023809,0.5018583,0.4088424,0.45031762,0.40676582,0.4402046,0.282148,0.39617652,0.28337467,0.39510822,0.86423296,0.6037289,0.86412305,0.5140129,0.9004867,0.83370316,0.94267577,0.3508529,0.9290044,0.9634237,0.9333958,0.14290273,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File8.png,Hanumanasana
0.38897914,0.49439663,0.36957562,0.48410115,0.3706547,0.46687692,0.38506305,0.43430707,0.39396775,0.40167528,0.48195332,0.48041975,0.50673777,0.37715012,0.29437834,0.46689475,0.29962516,0.35814762,0.13517033,0.41177735,0.12938997,0.36848837,0.78448653,0.5161388,0.788169,0.39310014,0.85202956,0.72435796,0.8089427,0.16944575,0.9081988,0.9481367,0.72190017,0.009041367,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File12.png,Hanumanasana
0.25881645,0.5492376,0.24156623,0.53030956,0.24401955,0.52945995,0.2534017,0.4875402,0.26058233,0.48381096,0.3592125,0.50030667,0.3526913,0.46695417,0.4896116,0.4400162,0.49243957,0.42920873,0.61596453,0.50403005,0.61710024,0.48768294,0.61611766,0.5212123,0.62249595,0.4602992,0.6832215,0.70029587,0.75511813,0.29197377,0.73758334,0.9061508,0.6984658,0.098593846,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File16.png,Hanumanasana
0.2541249,0.43024954,0.24961929,0.45164424,0.24947982,0.4514283,0.2921472,0.48168743,0.2882195,0.4909258,0.3769079,0.44660932,0.3757065,0.481081,0.52741474,0.44292367,0.5269578,0.45421642,0.6390882,0.3539129,0.626327,0.3676076,0.6232776,0.43435472,0.6235159,0.492395,0.6658535,0.24835858,0.671334,0.69121474,0.6672868,0.34944195,0.67323864,0.91592944,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File17.png,Hanumanasana
0.5207957,0.47055358,0.5369689,0.46245587,0.53824455,0.47038993,0.54569924,0.4303519,0.5465318,0.45928144,0.54340124,0.43424982,0.547992,0.43328974,0.5864113,0.4753394,0.5991294,0.45783633,0.6108415,0.45959675,0.6024576,0.45584902,0.5478799,0.45314273,0.5573899,0.45866287,0.4444593,0.51888067,0.44538555,0.5316869,0.36789697,0.60082054,0.36707863,0.60437393,/Users/pallavisumakurmala/Downloads/archive/Hanumanasana/File38.jpeg,Hanumanasana
